program_id,program_name,campus,priority,n_budget_applicants,n_commercial_applicants
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,1,8,3
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,2,5,1
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,3,1,1
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,4,2,0
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,5,1,0
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,7,1,0
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,11,1,1
36704609407,UX-аналитика и проектирование информационных систем,НИУ ВШЭ - Санкт-Петербург,12,1,0
36634049850,Анализ данных в биологии и медицине,Москва,1,23,8
36634049850,Анализ данных в биологии и медицине,Москва,2,7,0
36634049850,Анализ данных в биологии и медицине,Москва,3,5,0
36634049850,Анализ данных в биологии и медицине,Москва,4,5,0
36634049850,Анализ данных в биологии и медицине,Москва,5,2,1
36634049850,Анализ данных в биологии и медицине,Москва,6,1,1
36634049850,Анализ данных в биологии и медицине,Москва,7,0,1
36634049850,Анализ данных в биологии и медицине,Москва,8,2,0
36634049850,Анализ данных в биологии и медицине,Москва,10,1,0
36634049850,Анализ данных в биологии и медицине,Москва,13,2,0
36704615400,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,1,1,0
36704615682,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,1,2,0
36704615400,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,2,5,0
36704615682,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,2,4,1
36704615400,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,3,3,0
36704615682,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,3,0,1
36704615400,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,4,1,0
36704615682,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,4,3,2
36704615682,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,5,1,0
36704615400,Анализ данных для государства и общества,НИУ ВШЭ - Санкт-Петербург,47,1,0
36635146793,Аналитик деловой разведки,Москва,1,10,10
36635146793,Аналитик деловой разведки,Москва,3,2,1
36635146793,Аналитик деловой разведки,Москва,4,1,0
36635146793,Аналитик деловой разведки,Москва,7,2,0
36635146793,Аналитик деловой разведки,Москва,8,1,0
36635146793,Аналитик деловой разведки,Москва,10,3,1
36635146793,Аналитик деловой разведки,Москва,11,0,1
36635146793,Аналитик деловой разведки,Москва,13,1,0
36634149870,Аналитика больших данных,Москва,1,0,93
36634149870,Аналитика больших данных,Москва,2,0,42
36634149870,Аналитика больших данных,Москва,3,0,19
36634149870,Аналитика больших данных,Москва,4,0,9
36634149870,Аналитика больших данных,Москва,5,0,5
36634149870,Аналитика больших данных,Москва,6,0,3
36634149870,Аналитика больших данных,Москва,7,0,6
36634149870,Аналитика больших данных,Москва,9,0,1
36634149870,Аналитика больших данных,Москва,10,0,1
36634149870,Аналитика больших данных,Москва,17,0,1
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,1,13,4
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,1,18,3
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,2,10,5
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,2,13,3
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,3,14,1
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,3,7,1
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,4,4,1
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,4,4,0
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,5,1,0
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,5,1,0
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,6,1,1
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,6,1,0
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,7,1,1
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,7,0,1
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,8,1,0
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,12,1,0
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,13,0,1
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,14,1,0
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,35,1,0
36704610189,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,38,1,0
36704610468,Аналитика данных для бизнеса и экономики,НИУ ВШЭ - Санкт-Петербург,42,1,0
36634106321,Аналитика данных и прикладная статистика,Москва,1,0,17
36634106321,Аналитика данных и прикладная статистика,Москва,2,0,11
36634106321,Аналитика данных и прикладная статистика,Москва,3,0,7
36634106321,Аналитика данных и прикладная статистика,Москва,4,0,9
36634106321,Аналитика данных и прикладная статистика,Москва,5,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,6,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,7,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,8,0,3
36634106321,Аналитика данных и прикладная статистика,Москва,11,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,14,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,15,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,16,0,1
36634106321,Аналитика данных и прикладная статистика,Москва,21,0,1
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,1,5,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,2,6,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,3,4,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,4,3,2
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,5,4,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,6,1,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,7,2,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,9,0,1
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,10,1,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,12,1,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,14,2,0
36634440292,Аппаратно-программные комплексы искусственного интеллекта,Москва,22,0,1
36923667513,Археологические исследования,Москва,1,9,1
36923667513,Археологические исследования,Москва,2,2,1
36923667513,Археологические исследования,Москва,3,1,0
36923667513,Археологические исследования,Москва,4,1,0
36923667513,Археологические исследования,Москва,5,1,0
36923667513,Археологические исследования,Москва,6,0,1
36923667513,Археологические исследования,Москва,19,1,0
36923667513,Археологические исследования,Москва,30,1,0
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,1,16,8
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,2,8,3
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,3,2,0
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,4,6,1
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,6,1,0
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,7,1,0
36704622556,Бизнес- и ИТ-архитектура высокотехнологичных компаний,НИУ ВШЭ - Санкт-Петербург,10,2,0
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,1,0,18
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,2,0,7
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,3,0,5
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,4,0,3
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,6,0,1
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,7,0,2
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,8,0,1
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,9,0,1
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,12,0,1
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,17,0,1
37044276777,Бизнес-аналитика и цифровые решения в финансах,Москва,24,0,1
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,1,50,5
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,2,15,6
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,3,7,3
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,4,8,1
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,5,4,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,6,2,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,7,2,1
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,8,3,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,9,0,1
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,10,1,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,13,1,1
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,14,1,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,17,1,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,19,1,0
36634835017,Бизнес-информатика: цифровое предприятие и управление информационными системами,Москва,23,0,1
36634106914,Биоинформатика в агробиотехнологиях,Москва,1,5,3
36634106914,Биоинформатика в агробиотехнологиях,Москва,2,3,1
36634106914,Биоинформатика в агробиотехнологиях,Москва,3,4,1
36634106914,Биоинформатика в агробиотехнологиях,Москва,4,3,0
36634106914,Биоинформатика в агробиотехнологиях,Москва,7,1,0
36634106914,Биоинформатика в агробиотехнологиях,Москва,8,0,1
36634106914,Биоинформатика в агробиотехнологиях,Москва,10,1,0
36634106914,Биоинформатика в агробиотехнологиях,Москва,15,1,0
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,1,0,34
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,2,0,6
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,3,0,9
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,4,0,2
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,5,0,2
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,6,0,5
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,7,0,2
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,11,0,1
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,12,0,1
37038835786,Бэкенд-разработка и архитектура программных систем,Москва,17,0,1
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,1,6,3
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,2,1,1
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,3,1,1
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,4,1,0
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,7,1,0
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,11,1,0
36704622856,Вычислительная биология и биоинформатика,НИУ ВШЭ - Санкт-Петербург,12,1,0
36704614570,Глобальная и региональная история,НИУ ВШЭ - Санкт-Петербург,1,8,1
36704614570,Глобальная и региональная история,НИУ ВШЭ - Санкт-Петербург,2,2,1
36704614570,Глобальная и региональная история,НИУ ВШЭ - Санкт-Петербург,3,2,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,1,9,3
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,2,8,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,3,4,2
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,4,1,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,5,2,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,6,1,1
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,7,2,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,9,1,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,21,1,0
36704611278,Городское развитие и управление,НИУ ВШЭ - Санкт-Петербург,50,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,1,5,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,2,3,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,3,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,4,2,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,5,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,6,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,7,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,8,2,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,10,3,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,11,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,23,1,0
36634805591,Государственно-конфессиональные отношения. Правовое регулирование деятельности религиозных объединений,Москва,37,1,0
36634708593,Государственное и муниципальное управление,Москва,1,48,22
36634708593,Государственное и муниципальное управление,Москва,2,9,3
36634708593,Государственное и муниципальное управление,Москва,3,6,1
36634708593,Государственное и муниципальное управление,Москва,4,7,1
36634708593,Государственное и муниципальное управление,Москва,5,6,3
36634708593,Государственное и муниципальное управление,Москва,6,4,2
36634708593,Государственное и муниципальное управление,Москва,7,2,1
36634708593,Государственное и муниципальное управление,Москва,8,2,2
36634708593,Государственное и муниципальное управление,Москва,9,2,1
36634708593,Государственное и муниципальное управление,Москва,10,1,0
36634708593,Государственное и муниципальное управление,Москва,11,2,0
36634708593,Государственное и муниципальное управление,Москва,20,1,0
36634708593,Государственное и муниципальное управление,Москва,25,1,0
36634708593,Государственное и муниципальное управление,Москва,37,1,0
36634708593,Государственное и муниципальное управление,Москва,41,0,1
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,1,26,13
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,2,15,6
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,3,8,2
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,5,1,0
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,7,2,0
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,8,0,1
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,10,1,0
36704612749,Гражданское и коммерческое право,НИУ ВШЭ - Санкт-Петербург,20,1,0
36634704114,Демография,Москва,1,6,1
36634704114,Демография,Москва,2,3,0
36634704114,Демография,Москва,3,1,0
36634704114,Демография,Москва,4,5,0
36634704114,Демография,Москва,5,2,2
36634704114,Демография,Москва,8,1,0
36634704114,Демография,Москва,27,1,0
36634704114,Демография,Москва,32,1,0
36634648610,Дизайн,Москва,1,63,14
36704614836,Дизайн,НИУ ВШЭ - Санкт-Петербург,1,21,7
36634648610,Дизайн,Москва,2,5,4
36704614836,Дизайн,НИУ ВШЭ - Санкт-Петербург,2,9,1
36634648610,Дизайн,Москва,3,4,1
36704614836,Дизайн,НИУ ВШЭ - Санкт-Петербург,3,2,1
36634648610,Дизайн,Москва,4,4,3
36704614836,Дизайн,НИУ ВШЭ - Санкт-Петербург,4,1,0
36634648610,Дизайн,Москва,5,4,0
36704614836,Дизайн,НИУ ВШЭ - Санкт-Петербург,5,1,1
36634648610,Дизайн,Москва,6,1,1
36634648610,Дизайн,Москва,9,0,1
36634648610,Дизайн,Москва,10,2,0
36634648610,Дизайн,Москва,15,1,0
36634649665,Дизайн среды,Москва,1,0,3
36634649665,Дизайн среды,Москва,3,0,1
36634649665,Дизайн среды,Москва,4,0,1
37003567710,Доказательное развитие образования,Москва,1,7,0
37003567710,Доказательное развитие образования,Москва,2,3,0
37003567710,Доказательное развитие образования,Москва,3,3,1
37003567710,Доказательное развитие образования,Москва,4,3,1
37003567710,Доказательное развитие образования,Москва,6,1,0
37003567710,Доказательное развитие образования,Москва,7,0,1
37003567710,Доказательное развитие образования,Москва,8,0,1
37003567710,Доказательное развитие образования,Москва,9,1,0
37003567710,Доказательное развитие образования,Москва,11,1,0
37003567710,Доказательное развитие образования,Москва,14,0,1
37003567710,Доказательное развитие образования,Москва,26,1,0
36634831090,Инвестиции на финансовых рынках,Москва,1,0,31
36634831090,Инвестиции на финансовых рынках,Москва,2,0,8
36634831090,Инвестиции на финансовых рынках,Москва,3,0,6
36634831090,Инвестиции на финансовых рынках,Москва,4,0,4
36634831090,Инвестиции на финансовых рынках,Москва,5,0,4
36634831090,Инвестиции на финансовых рынках,Москва,6,0,4
36634831090,Инвестиции на финансовых рынках,Москва,7,0,1
36634831090,Инвестиции на финансовых рынках,Москва,9,0,1
36634831090,Инвестиции на финансовых рынках,Москва,19,0,1
36634126891,Инженерия данных,Москва,1,0,27
36634126891,Инженерия данных,Москва,2,0,18
36634126891,Инженерия данных,Москва,3,0,2
36634126891,Инженерия данных,Москва,4,0,2
36634126891,Инженерия данных,Москва,5,0,7
36634126891,Инженерия данных,Москва,6,0,3
36634126891,Инженерия данных,Москва,7,0,1
36634126891,Инженерия данных,Москва,8,0,1
36634126891,Инженерия данных,Москва,9,0,1
36634126891,Инженерия данных,Москва,13,0,1
36634126891,Инженерия данных,Москва,18,0,1
36704696181,Иностранные языки и межкультурная коммуникация,Москва,1,26,9
36704696181,Иностранные языки и межкультурная коммуникация,Москва,2,10,2
36704696181,Иностранные языки и межкультурная коммуникация,Москва,3,6,2
36704696181,Иностранные языки и межкультурная коммуникация,Москва,4,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,5,0,1
36704696181,Иностранные языки и межкультурная коммуникация,Москва,6,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,7,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,8,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,9,2,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,10,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,11,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,26,1,0
36704696181,Иностранные языки и межкультурная коммуникация,Москва,34,1,0
36634894147,Интегрированные коммуникации,Москва,1,9,6
36634894147,Интегрированные коммуникации,Москва,2,14,8
36634894147,Интегрированные коммуникации,Москва,3,7,3
36634894147,Интегрированные коммуникации,Москва,4,7,2
36634894147,Интегрированные коммуникации,Москва,5,1,1
36634894147,Интегрированные коммуникации,Москва,6,2,1
36634894147,Интегрированные коммуникации,Москва,7,2,0
36634894147,Интегрированные коммуникации,Москва,8,3,0
36634894147,Интегрированные коммуникации,Москва,9,1,0
36634894147,Интегрированные коммуникации,Москва,11,1,1
36634894147,Интегрированные коммуникации,Москва,12,1,0
36634894147,Интегрированные коммуникации,Москва,15,0,1
36634894147,Интегрированные коммуникации,Москва,18,0,1
36634894147,Интегрированные коммуникации,Москва,22,1,0
36634894147,Интегрированные коммуникации,Москва,29,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,1,18,9
36634668025,Интерактивные медиа и цифровые индустрии,Москва,2,15,4
36634668025,Интерактивные медиа и цифровые индустрии,Москва,3,7,3
36634668025,Интерактивные медиа и цифровые индустрии,Москва,4,8,3
36634668025,Интерактивные медиа и цифровые индустрии,Москва,5,8,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,6,2,2
36634668025,Интерактивные медиа и цифровые индустрии,Москва,7,2,1
36634668025,Интерактивные медиа и цифровые индустрии,Москва,8,2,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,9,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,11,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,12,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,13,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,14,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,15,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,17,0,1
36634668025,Интерактивные медиа и цифровые индустрии,Москва,18,1,0
36634668025,Интерактивные медиа и цифровые индустрии,Москва,21,1,0
36634652262,Интерактивный дизайн,Москва,1,0,6
36634652262,Интерактивный дизайн,Москва,3,0,2
36634652262,Интерактивный дизайн,Москва,5,0,1
36634399435,Интернет вещей и киберфизические системы,Москва,1,2,0
36634399435,Интернет вещей и киберфизические системы,Москва,2,4,1
36634399435,Интернет вещей и киберфизические системы,Москва,3,6,1
36634399435,Интернет вещей и киберфизические системы,Москва,4,2,0
36634399435,Интернет вещей и киберфизические системы,Москва,5,1,0
36634399435,Интернет вещей и киберфизические системы,Москва,7,2,0
36634399435,Интернет вещей и киберфизические системы,Москва,9,1,0
36634399435,Интернет вещей и киберфизические системы,Москва,13,1,0
36634399435,Интернет вещей и киберфизические системы,Москва,16,1,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,1,11,3
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,2,14,4
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,3,3,2
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,4,4,2
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,5,3,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,6,2,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,7,2,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,8,3,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,11,2,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,12,1,0
36634124878,Информационная безопасность в кредитно-финансовой сфере,Москва,13,1,0
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,1,30,6
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,2,14,6
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,3,7,4
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,4,6,3
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,5,4,2
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,6,4,1
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,7,1,0
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,8,1,1
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,10,2,0
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,11,1,0
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,18,1,0
36634124446,Информационная безопасность и технологии искусственного интеллекта,Москва,20,1,1
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,1,0,26
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,2,0,21
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,3,0,3
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,4,0,5
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,5,0,1
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,14,0,1
36923606680,Информационная безопасность систем искусственного интеллекта,Москва,21,0,1
36634123785,Искусственный интеллект,Москва,1,0,117
36634123785,Искусственный интеллект,Москва,2,0,29
36634123785,Искусственный интеллект,Москва,3,0,21
36634123785,Искусственный интеллект,Москва,4,0,9
36634123785,Искусственный интеллект,Москва,5,0,7
36634123785,Искусственный интеллект,Москва,6,0,3
36634123785,Искусственный интеллект,Москва,7,0,1
36634123785,Искусственный интеллект,Москва,9,0,2
36634123785,Искусственный интеллект,Москва,18,0,1
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,1,0,47
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,2,0,16
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,3,0,9
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,4,0,4
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,5,0,9
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,6,0,5
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,7,0,1
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,10,0,2
36634122954,Искусственный интеллект в маркетинге и управлении продуктом,Москва,12,0,1
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,1,0,9
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,2,0,2
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,3,0,3
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,4,0,3
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,5,0,1
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,8,0,1
36922870902,Искусственный интеллект и продуктовый подход в HR-менеджменте,Москва,15,0,1
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,1,0,3
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,2,0,8
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,3,0,9
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,4,0,2
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,5,0,4
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,7,0,2
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,8,0,1
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,9,0,1
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,10,0,1
36634123413,Исследования и предпринимательство в искусственном интеллекте,Москва,12,0,1
36923676128,Исторические исследования,Москва,1,16,5
36923676128,Исторические исследования,Москва,2,4,1
36923676128,Исторические исследования,Москва,3,5,2
36923676128,Исторические исследования,Москва,4,3,2
36923676128,Исторические исследования,Москва,10,1,0
36923676128,Исторические исследования,Москва,13,1,0
36923676128,Исторические исследования,Москва,20,2,0
36923676128,Исторические исследования,Москва,29,1,0
36634648154,История художественной культуры и рынок искусства,Москва,1,17,4
36634648154,История художественной культуры и рынок искусства,Москва,2,6,3
36634648154,История художественной культуры и рынок искусства,Москва,3,2,0
36634648154,История художественной культуры и рынок искусства,Москва,4,1,0
36634648154,История художественной культуры и рынок искусства,Москва,5,2,0
36634648154,История художественной культуры и рынок искусства,Москва,6,2,0
36634648154,История художественной культуры и рынок искусства,Москва,8,1,1
